B,Gender,Age,07/10/2019 09:17:33,"[['', 'Male', 28.0, ''], ['', 'Female', 28.0, '']]"
E,Gender,Age,07/10/2019 09:17:35,"[['', 'Male', 28.0, ''], ['', 'Male', 35.0, ''], ['', 'Female', 26.0, '']]"
E,Gender,Age,07/10/2019 09:17:38,"[['', 'Male', 28.0, ''], ['', 'Male', 26.0, ''], ['', 'Female', 36.0, '']]"
E,Gender,Age,07/10/2019 09:17:53,"[['', 'Male', 27.0, ''], ['', 'Male', 29.0, ''], ['', 'Female', 23.0, '']]"
E,Gender,Age,07/10/2019 09:17:55,"[['', 'Male', 37.0, ''], ['', 'Male', 31.0, ''], ['', 'Female', 28.0, '']]"
B,Gender,Age,07/10/2019 09:17:58,"[['', 'Female', 22.0, ''], ['', 'Male', 40.0, '']]"
A,Gender,Age,07/10/2019 09:18:12,"[['', 'Female', 32.0, '']]"
A,Gender,Age,07/10/2019 09:18:27,"[['', 'Female', 32.0, '']]"
A,Gender,Age,07/10/2019 09:18:43,"[['', 'Male', 20.0, '']]"
A,Gender,Age,07/10/2019 09:18:46,"[['', 'Male', 24.0, '']]"
A,Gender,Age,07/10/2019 09:18:48,"[['', 'Male', 25.0, '']]"
A,Gender,Age,07/10/2019 09:18:50,"[['', 'Female', 34.0, '']]"
A,Gender,Age,07/10/2019 09:21:35,"[['', 'Male', 22.0, '']]"
A,Gender,Age,07/10/2019 09:22:08,"[['', 'Male', 38.0, '']]"
A,Gender,Age,07/10/2019 09:24:03,"[['', 'Female', 22.0, '']]"
A,Gender,Age,07/10/2019 09:24:26,"[['', 'Female', 28.0, '']]"
A,Gender,Age,07/10/2019 09:27:08,"[['', 'Female', 27.0, '']]"
A,Gender,Age,07/10/2019 09:27:10,"[['', 'Female', 23.0, '']]"
A,Gender,Age,07/10/2019 09:27:13,"[['', 'Female', 22.0, '']]"
A,Gender,Age,07/10/2019 09:27:53,"[['', 'Male', 29.0, '']]"
A,Gender,Age,07/10/2019 09:28:03,"[['', 'Male', 29.0, '']]"
A,Gender,Age,07/10/2019 09:28:05,"[['', 'Male', 30.0, '']]"
A,Gender,Age,07/10/2019 09:28:20,"[['', 'Male', 29.0, '']]"
A,Gender,Age,07/10/2019 09:28:23,"[['', 'Male', 25.0, '']]"
A,Gender,Age,07/10/2019 09:28:25,"[['', 'Male', 30.0, '']]"
A,Gender,Age,07/10/2019 09:28:28,"[['', 'Male', 24.0, '']]"
A,Gender,Age,07/10/2019 09:28:32,"[['', 'Male', 26.0, '']]"
A,Gender,Age,07/10/2019 09:28:33,"[['', 'Male', 28.0, '']]"
A,Gender,Age,07/10/2019 09:28:35,"[['', 'Male', 23.0, '']]"
A,Gender,Age,07/10/2019 09:28:38,"[['', 'Male', 24.0, '']]"
A,Gender,Age,07/10/2019 09:28:40,"[['', 'Male', 28.0, '']]"
A,Gender,Age,07/10/2019 09:28:43,"[['', 'Male', 30.0, '']]"
A,Gender,Age,07/10/2019 09:28:45,"[['', 'Female', 28.0, '']]"
A,Gender,Age,07/10/2019 09:28:48,"[['', 'Male', 28.0, '']]"
A,Gender,Age,07/10/2019 09:28:51,"[['', 'Male', 38.0, '']]"
A,Gender,Age,07/10/2019 09:29:04,"[['', 'Male', 24.0, '']]"
A,Gender,Age,07/10/2019 09:29:50,"[['', 'Male', 28.0, '']]"
A,Gender,Age,07/10/2019 09:29:58,"[['', 'Female', 36.0, '']]"
A,Gender,Age,07/10/2019 09:30:03,"[['', 'Male', 28.0, '']]"
A,Gender,Age,07/10/2019 09:30:05,"[['', 'Male', 39.0, '']]"
A,Gender,Age,07/10/2019 09:30:29,"[['', 'Male', 40.0, '']]"
A,Gender,Age,07/10/2019 09:30:40,"[['', 'Male', 28.0, '']]"
A,Gender,Age,07/10/2019 09:30:50,"[['', 'Male', 35.0, '']]"
A,Gender,Age,07/10/2019 09:30:53,"[['', 'Male', 39.0, '']]"
A,Gender,Age,07/10/2019 09:30:55,"[['', 'Male', 40.0, '']]"
A,Gender,Age,07/10/2019 09:30:59,"[['', 'Male', 37.0, '']]"
A,Gender,Age,07/10/2019 09:31:18,"[['', 'Male', 30.0, '']]"
A,Gender,Age,07/10/2019 09:31:20,"[['', 'Male', 28.0, '']]"
A,Gender,Age,07/10/2019 09:31:23,"[['', 'Male', 35.0, '']]"
A,Gender,Age,07/10/2019 09:31:27,"[['', 'Male', 44.0, '']]"
A,Gender,Age,07/10/2019 09:31:28,"[['', 'Male', 42.0, '']]"
A,Gender,Age,07/10/2019 09:31:30,"[['', 'Male', 33.0, '']]"
A,Gender,Age,07/10/2019 09:31:33,"[['', 'Male', 34.0, '']]"
A,Gender,Age,07/10/2019 09:31:35,"[['', 'Male', 39.0, '']]"
A,Gender,Age,07/10/2019 09:31:38,"[['', 'Male', 39.0, '']]"
A,Gender,Age,07/10/2019 09:31:40,"[['', 'Male', 38.0, '']]"
A,Gender,Age,07/10/2019 09:31:43,"[['', 'Male', 37.0, '']]"
A,Gender,Age,07/10/2019 09:31:45,"[['', 'Male', 40.0, '']]"
A,Gender,Age,07/10/2019 09:31:48,"[['', 'Female', 34.0, '']]"
A,Gender,Age,07/10/2019 09:31:51,"[['', 'Female', 33.0, '']]"
A,Gender,Age,07/10/2019 09:31:53,"[['', 'Female', 30.0, '']]"
A,Gender,Age,07/10/2019 09:31:55,"[['', 'Female', 34.0, '']]"
A,Gender,Age,07/10/2019 09:32:00,"[['', 'Female', 23.0, '']]"
C,Gender,Age,07/10/2019 09:32:04,"[['', 'Male', 51.0, '']]"
A,Gender,Age,07/10/2019 09:32:19,"[['', 'Male', 22.0, '']]"
A,Gender,Age,07/10/2019 09:32:24,"[['', 'Female', 22.0, '']]"
A,Gender,Age,07/10/2019 09:32:33,"[['', 'Female', 27.0, '']]"
A,Gender,Age,07/10/2019 09:33:12,"[['', 'Male', 34.0, '']]"
A,Gender,Age,07/10/2019 09:33:28,"[['', 'Male', 32.0, '']]"
A,Gender,Age,07/10/2019 09:33:43,"[['', 'Male', 25.0, '']]"
A,Gender,Age,07/10/2019 09:34:13,"[['', 'Female', 25.0, '']]"
A,Gender,Age,07/10/2019 09:34:15,"[['', 'Female', 25.0, '']]"
A,Gender,Age,07/10/2019 09:34:18,"[['', 'Female', 24.0, '']]"
A,Gender,Age,07/10/2019 09:34:23,"[['', 'Female', 35.0, '']]"
A,Gender,Age,07/10/2019 09:34:43,"[['', 'Male', 26.0, '']]"
A,Gender,Age,07/10/2019 09:34:55,"[['', 'Male', 24.0, '']]"
A,Gender,Age,07/10/2019 09:35:00,"[['', 'Female', 25.0, '']]"
A,Gender,Age,07/10/2019 09:35:15,"[['', 'Female', 31.0, '']]"
A,Gender,Age,07/10/2019 09:35:23,"[['', 'Female', 36.0, '']]"
A,Gender,Age,07/10/2019 09:36:10,"[['', 'Female', 39.0, '']]"
A,Gender,Age,07/10/2019 09:36:13,"[['', 'Male', 37.0, '']]"
C,Gender,Age,07/10/2019 09:36:15,"[['', 'Female', 54.0, '']]"
A,Gender,Age,07/10/2019 09:36:18,"[['', 'Male', 30.0, '']]"
A,Gender,Age,07/10/2019 09:36:20,"[['', 'Female', 31.0, '']]"
A,Gender,Age,07/10/2019 09:36:23,"[['', 'Female', 40.0, '']]"
A,Gender,Age,07/10/2019 09:36:28,"[['', 'Male', 23.0, '']]"
