Groups,Faces,,Date/TimeA,Gender,Age,20/09/2019 16:02:12,"[['', 'Female', 45.0, '']]"
A,Gender,Age,20/09/2019 16:02:19,"[['', 'Male', 39.0, '']]"
E,Gender,Age,20/09/2019 16:02:27,"[['', 'Female', 28.0, ''], ['', 'Male', 34.0, ''], ['', 'Female', 17.0, '']]"
A,Gender,Age,20/09/2019 16:02:32,"[['', 'Male', 28.0, '']]"
A,Gender,Age,20/09/2019 16:02:42,"[['', 'Male', 37.0, '']]"
B,Gender,Age,20/09/2019 16:02:57,"[['', 'Female', 28.0, ''], ['', 'Male', 26.0, '']]"
E,Gender,Age,20/09/2019 16:03:02,"[['', 'Female', 30.0, ''], ['', 'Male', 35.0, ''], ['', 'Male', 22.0, '']]"
A,Gender,Age,20/09/2019 16:03:06,"[['', 'Female', 28.0, '']]"
A,Gender,Age,20/09/2019 16:03:10,"[['', 'Female', 35.0, '']]"
A,Gender,Age,20/09/2019 16:03:27,"[['', 'Male', 28.0, '']]"
E,Gender,Age,20/09/2019 16:03:33,"[['', 'Female', 31.0, ''], ['', 'Male', 19.0, ''], ['', 'Male', 18.0, '']]"
B,Gender,Age,20/09/2019 16:03:42,"[['', 'Female', 29.0, ''], ['', 'Male', 35.0, '']]"
A,Gender,Age,20/09/2019 16:03:48,"[['', 'Female', 24.0, '']]"
A,Gender,Age,20/09/2019 16:03:50,"[['', 'Female', 34.0, '']]"
A,Gender,Age,20/09/2019 16:03:57,"[['', 'Female', 29.0, '']]"
A,Gender,Age,20/09/2019 16:04:13,"[['', 'Male', 37.0, '']]"
A,Gender,Age,20/09/2019 16:04:17,"[['', 'Male', 35.0, '']]"
A,Gender,Age,20/09/2019 16:04:37,"[['', 'Male', 33.0, '']]"
A,Gender,Age,20/09/2019 16:04:42,"[['', 'Male', 24.0, '']]"
B,Gender,Age,20/09/2019 16:04:48,"[['', 'Female', 35.0, ''], ['', 'Male', 39.0, '']]"
B,Gender,Age,20/09/2019 16:04:52,"[['', 'Female', 29.0, ''], ['', 'Male', 29.0, '']]"
B,Gender,Age,20/09/2019 16:04:57,"[['', 'Female', 29.0, ''], ['', 'Male', 30.0, '']]"
B,Gender,Age,20/09/2019 16:05:02,"[['', 'Female', 28.0, ''], ['', 'Male', 32.0, '']]"
B,Gender,Age,20/09/2019 16:05:07,"[['', 'Female', 28.0, ''], ['', 'Male', 29.0, '']]"
B,Gender,Age,20/09/2019 16:05:13,"[['', 'Female', 25.0, ''], ['', 'Male', 36.0, '']]"
B,Gender,Age,20/09/2019 16:05:17,"[['', 'Female', 25.0, ''], ['', 'Male', 41.0, '']]"
B,Gender,Age,20/09/2019 16:05:22,"[['', 'Female', 24.0, ''], ['', 'Male', 20.0, '']]"
B,Gender,Age,20/09/2019 16:05:27,"[['', 'Female', 28.0, ''], ['', 'Male', 33.0, '']]"
E,Gender,Age,20/09/2019 16:05:32,"[['', 'Female', 27.0, ''], ['', 'Male', 24.0, ''], ['', 'Male', 29.0, '']]"
B,Gender,Age,20/09/2019 16:05:37,"[['', 'Female', 30.0, ''], ['', 'Male', 24.0, '']]"
B,Gender,Age,20/09/2019 16:05:42,"[['', 'Female', 29.0, ''], ['', 'Male', 28.0, '']]"
A,Gender,Age,20/09/2019 16:05:50,"[['', 'Female', 29.0, '']]"
